Paper
Right

6,370718
-8,118068
0,9939346
0,01683281
0,06697923
-0,08558386
0,01
0,1042783
3,825067
0,1518911
0,349848
0,07895359
-2,707627
0,1862686
-1,701857
0,98327
-0,00379256
-0,1818539
-0,00973671

3,216872
-3,295424
0,9886143
0,06046811
0,09221543
-0,1023811
0,22
1,463105
10,74708
0,962168
10,06469
-4,168268
5,575395
-2,990496
2,879972
0,9815568
-0,02585491
-0,1879055
-0,02385838

2,891374
-8,386211
0,9936141
0,03839849
0,1003688
-0,03439038
0,089
0,9346088
-2,436961
0,814746
-7,815603
1,032241
-12,20755
1,814958
-6,148926
0,9728223
0,01086827
-0,230753
-0,01586503

1,710222
-9,117993
0,9928482
0,0340786
0,0856045
-0,07591404
0,024
0,02687172
-0,4883892
0,07419803
-5,417831
0,4040498
-9,866506
0,7384853
-3,738263
0,9778292
0,01495535
-0,2071972
-0,02637902

8,366902
-6,650321
0,992923
0,04120249
0,08370351
-0,0734849
0,095
0,6754027
1,865207
0,5159485
-0,9829091
0,7573929
-6,576295
-0,171429
-2,703845
0,9679117
-0,00183594
-0,251284
-0,00031488

2,275788
-3,382227
0,9900061
-0,00512703
0,04797244
-0,1325158
0,1
-6,762564
3,330031
0,0004010705
-0,6548334
-0,5725567
-5,204462
-0,6367853
-3,187135
0,9539722
-0,0080162
-0,2997154
-0,00660089

-4,75704
-0,8984551
0,9798964
-0,00668671
0,04358071
-0,1945745
0,154
-4,979462
5,305131
0,3060167
2,054626
-0,7894786
-0,6354102
-1,106954
-0,5009943
0,9699741
-0,01434427
-0,2419422
-0,02021197

-7,14169
-1,710566
0,9715748
-0,0038687
0,05141968
-0,2310485
0,157
-5,076693
7,626927
0,1965245
6,486799
0,4909103
-0,7074883
-0,08634474
-0,5095314
0,9630818
-0,0388861
-0,2663838
0,00103693

-6,868389
-4,990806
0,9667736
0,03509091
0,04749557
-0,2487203
0,047
-6,378624
8,517362
-0,1343586
5,483034
-0,6567242
4,376653
-0,6613079
2,638242
0,970588
-0,04079514
-0,233448
-0,04238874

-5,702477
-3,800314
0,9620118
0,03068342
0,07206082
-0,2615322
0,171
-2,972792
6,687392
-0,4892486
4,428104
-0,02692902
4,113551
-0,4285151
9,343108
0,9946494
-0,04235847
-0,08368201
0,0433116

