Fire
Right

17,50833
24,51028
0,8984094
-0,3909282
-0,1994829
0,0155667
0,289
-10,7272
-2,315093
-3,657706
0,7671905
-0,657068
20,17619
-2,515113
70,09927
0,8335712
-0,5343986
0,1250572
-0,06275181

20,43116
28,55267
0,8997203
-0,3656135
-0,2304229
0,06111965
0,272
-7,318047
-3,324416
-2,521702
-0,8093602
-1,574488
15,58462
-2,583696
70,50286
0,8083162
-0,5723743
0,1184699
-0,07055267

19,07692
24,9471
0,8859816
-0,4010127
-0,2314249
0,02584543
0,228
-8,547957
-3,866319
-2,585529
-0,9086538
-0,3014904
16,98241
-3,025103
71,64872
0,7955092
-0,5882931
0,1174595
-0,08532122

17,34492
27,68211
0,8915546
-0,3819939
-0,2433318
0,00086352
0,232
-10,706
-1,843377
-3,263453
0,2726133
-1,328059
20,66132
-3,389905
71,12945
0,7984841
-0,5797328
0,1362043
-0,08821155

14,18059
29,87247
0,8938054
-0,374979
-0,2455107
-0,01507211
0,2
-5,980247
-4,527398
-0,715567
-2,397828
-0,8594367
19,57052
-3,220596
72,28837
0,804599
-0,5759969
0,1164735
-0,08533413

18,26561
31,81102
0,9127693
-0,3051495
-0,2704192
-0,02469006
0,293
-10,21246
2,970958
-3,952263
5,190368
-1,298208
14,39001
-3,089675
75,85548
0,7909755
-0,5888821
0,136354
-0,09478031

11,90532
34,53297
0,917092
-0,2986113
-0,2586554
-0,05358211
0,27
-11,47887
-0,1398017
-1,906288
-1,18545
0,3703026
22,46539
-2,618532
100,1215
0,8132785
-0,5656822
0,1089054
-0,08198512

14,43046
31,35076
0,9272969
-0,2794897
-0,232913
-0,08807693
0,405
-6,772705
-4,234674
-1,227276
-3,881044
-0,1882739
16,30581
-2,220269
95,21293
0,8444384
-0,5285333
0,05160922
-0,07009196

16,78612
25,93356
0,9134315
-0,3434536
-0,2157435
-0,0337247
0,333
-3,343896
-3,671284
0,6359259
-4,268765
0,8077559
18,61116
-2,167041
97,5907
0,8458158
-0,5266367
0,05137701
-0,06789654

14,39132
26,74962
0,9111395
-0,3588482
-0,2013426
-0,02267192
0,3
-0,7035349
-7,616958
-0,5429348
-8,478973
0,2741603
13,34757
-1,634076
75,70629
0,8596686
-0,5083764
0,02650817
-0,04267242

