Gun
Right

-7,207294
-20,00001
0,9872137
0,1088278
0,07857556
-0,08597497
0
1,999967
2,055257
0,5947875
124,4458
1,75921
141,7389
1,434457
138,3787
0,8109139
-0,00635812
0,1779222
-0,5574245

-13,04018
-20,00001
0,9863889
0,1042921
0,09828532
-0,08062326
0
1,481669
-4,110056
0,718088
122,9115
2,085394
144,6734
1,863946
142,0069
0,7883358
0,04079503
0,187831
-0,5844502

-17,55067
-19,50497
0,9834642
0,09059367
0,1159491
-0,1055786
0
0,4047947
-1,087646
0,08267781
135,2363
2,144237
144,4549
1,925367
142,1653
0,7728268
0,03131064
0,1901044
-0,6046642

-17,76032
-20,00001
0,9823933
0,1174613
0,05894091
-0,132786
0
0,7895932
3,01731
0,2873956
135,6671
2,228863
144,3999
2,029245
142,0489
0,7742463
-0,00424305
0,1997537
-0,6005191

-19,24909
-20,00001
0,9812824
0,1177549
0,08275344
-0,1279474
0
0,9903003
0,3955128
0,03878924
135,6781
1,846929
143,0264
1,908637
141,0501
0,7742059
-0,03017805
0,2407009
-0,5846006

-19,18148
-19,97291
0,9856619
0,09597494
0,06085073
-0,1247262
0
1,381745
-7,409834
-0,2307874
129,5778
1,720936
141,0826
1,575806
129,1177
0,7605541
-0,07018624
0,262775
-0,5895596

-21,44472
-20,00001
0,9761143
0,1475613
0,01826198
-0,1584079
0
1,657624
-6,25011
-0,1531516
136,8288
1,775424
142,6329
1,641066
144,9164
0,7612055
-0,08111535
0,2787736
-0,5798895

-23,1911
-20,00001
0,9667067
0,1658759
0,01605381
-0,1941794
0
2,407798
-0,5435078
-0,4708567
137,1546
1,802926
140,7524
1,772216
129,059
0,7452177
-0,09312533
0,2977325
-0,5893502

-21,96669
-20,00001
0,9740908
0,1550085
0,00843185
-0,1644636
0
1,587551
-4,458242
0,9469846
120,7549
1,66874
139,4922
1,68398
132,9128
0,746282
-0,1283793
0,3274249
-0,5651327

-22,88479
-18,7454
0,9718762
0,1578021
0,04408407
-0,1691505
0
1,641008
-7,587164
1,442536
113,8726
1,668281
141,2363
1,972063
136,772
0,7161964
-0,1308573
0,3704052
-0,5768355

