Alien
Right

4,118993
4,879939
0,9981502
-0,02914393
-0,05335629
0,00011939
0
0,6146691
-4,755836
0,1089766
-11,76867
1,47995
-0,295417
14,76123
-0,09608502
0,846824
-0,5310711
-0,01967831
-0,02157361

-1,73675
-15,18911
0,9999204
-0,00607686
0,007649
-0,00798144
0
-3,69575
-5,282958
-1,92531
-13,2312
1,420305
1,617689
13,17356
2,259287
0,851041
-0,5236088
-0,03695428
-0,01405016

9,5649
20,56919
0,9908286
-0,07910213
-0,1087434
-0,01328877
0,298
-0,8876262
-3,327682
-2,729285
-12,47535
1,114002
-2,768761
9,456153
-3,712251
0,8726864
-0,4866314
-0,00799019
0,03929979

5,975492
28,46878
0,9824838
-0,1256735
-0,1322053
-0,03812671
0,41
0,8514726
-3,631578
-0,7382561
-12,84296
4,925031
6,077822
12,8409
3,102165
0,851522
-0,5230076
0,0280532
0,02421763

-1,59626
32,13176
0,9828203
-0,1142953
-0,1092129
-0,09525438
0,541
0,6691001
-5,771232
0,5749058
-12,9414
7,4449
6,581853
14,01019
8,860506
0,8345936
-0,5481988
0,05250549
0,01322776

-11,65763
10,03553
0,9832664
-0,05038273
-0,03216884
-0,1720874
0,176
2,293722
-4,739736
-0,2327355
-11,72547
3,816758
-0,5446537
15,02639
-0,1096068
0,8640559
-0,5028238
0,02356236
0,00451312

12,78086
10,66372
0,9870065
-0,1377415
-0,07315128
-0,03865789
0,311
-4,286527
-5,666266
0,6530573
-14,66829
5,040081
18,64502
11,18104
11,81399
0,8053309
-0,5907653
0,0141421
-0,04731207

10,82885
26,39388
0,9826461
-0,09263867
-0,1009179
-0,1250609
0,676
-1,095266
-9,100118
-1,077447
-13,17219
7,08978
16,84353
11,57186
15,51707
0,8276342
-0,5528796
0,01291478
-0,09580845

9,598132
26,44888
0,9795783
-0,04478966
-0,07087073
-0,1827502
0,883
1,989138
-10,2108
-0,4665022
-16,11616
9,395477
12,63939
14,59507
12,31624
0,810476
-0,5835791
0,00866894
-0,04989102

3,936736
24,05867
0,983196
-0,02879739
-0,05205704
-0,1725877
0,735
-1,16425
-7,562584
-1,554435
-11,05849
8,73371
12,52589
17,0809
2,031537
0,7559783
-0,6031573
-0,1785954
-0,1811124

