Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9714285714285714;0,9857142857142858;1,0;1,0;0,9857142857142858;1,0;0,9142857142857143;1,0
2;1,0;1,0;1,0;1,0;1,0;0,9571428571428572;0,9285714285714286;1,0
3;0,9285714285714286;0,8142857142857143;0,8857142857142857;0,9571428571428572;0,9285714285714286;0,9285714285714286;0,7714285714285715;0,9714285714285714
4;1,0;0,7857142857142857;0,9714285714285714;1,0;1,0;1,0;1,0;1,0
5;1,0;1,0;1,0;1,0;1,0;1,0;0,9285714285714286;1,0
6;0,9857142857142858;0,9571428571428572;0,9;0,9857142857142858;0,9857142857142858;0,9857142857142858;0,9857142857142858;0,9
7;1,0;1,0;1,0;0,9714285714285714;1,0;1,0;1,0;0,9857142857142858
8;1,0;0,8714285714285714;0,9428571428571428;1,0;0,9857142857142858;1,0;0,8428571428571429;0,9714285714285714
9;0,9285714285714286;0,8857142857142857;0,9714285714285714;0,9857142857142858;0,8857142857142857;0,9;0,8571428571428571;0,9142857142857143
Mean;0,9793650793650794;0,9222222222222223;0,9634920634920634;0,9888888888888889;0,9746031746031747;0,9746031746031747;0,9142857142857144;0,9714285714285715
Std.Dev.;0,0008213655832703445;0,0063995968757873545;0,0017737465356512981;0,0002166792642983116;0,0014411690602166801;0,0012597631645250686;0,0054421768707483;0,0013151927437641724
Min;0,9285714285714286;0,7857142857142857;0,8857142857142857;0,9571428571428572;0,8857142857142857;0,9;0,7714285714285715;0,9
Max;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
