Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;44,33608055114746;0,10395050048828125;40,75193405151367;15,307903289794922;0,08797645568847656;0,3440380096435547;0,14328956604003906;0,5619525909423828
2;72,36981391906738;0,1251697540283203;16,865015029907227;17,615795135498047;0,07224082946777344;0,26798248291015625;0,1220703125;14,729022979736328
3;35,63117980957031;0,1087188720703125;6,276130676269531;15,922784805297852;0,13208389282226562;0,3337860107421875;0,1342296600341797;0,4780292510986328
4;41,072845458984375;0,10609626770019531;18,703937530517578;18,748044967651367;0,09322166442871094;0,308990478515625;0,12683868408203125;0,6918907165527344
5;37,79411315917969;0,0667572021484375;10,13493537902832;24,764060974121094;0,1270771026611328;0,33593177795410156;0,14781951904296875;2,0780563354492188
6;20,781993865966797;0,07987022399902344;3,175020217895508;7,721900939941406;0,07176399230957031;0,2980232238769531;0,13113021850585938;0,5121231079101562
7;44,35586929321289;0,06771087646484375;6,186008453369141;5,008935928344727;0,11420249938964844;0,28586387634277344;0,13518333435058594;0,39696693420410156
8;43,85805130004883;0,06580352783203125;3,750324249267578;15,241861343383789;0,10085105895996094;0,2989768981933594;0,13899803161621094;0,39505958557128906
9;44,06404495239258;0,07081031799316406;4,142999649047852;2,1080970764160156;0,04410743713378906;0,18715858459472656;0,07104873657226562;0,7190704345703125
Mean;42,69599914550781;0,08832083808051215;12,22070058186849;13,604376051161024;0,09372499254014757;0,2956390380859375;0,12784534030490452;2,2846857706705728
Std.Dev.;160,66673860374672;0,0004565551119603585;130,28444434187097;46,521699718096556;0,0007214370226044851;0,002027187899026709;0,0004586098962865862;19,60003745201296
Min;20,781993865966797;0,06580352783203125;3,175020217895508;2,1080970764160156;0,04410743713378906;0,18715858459472656;0,07104873657226562;0,39505958557128906
Max;72,36981391906738;0,1251697540283203;40,75193405151367;24,764060974121094;0,13208389282226562;0,3440380096435547;0,14781951904296875;14,729022979736328
