Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;1,9550323486328125;0,03933906555175781;1,8172264099121094;0,8437633514404297;0,03814697265625;0,1049041748046875;0,04291534423828125;0,13208389282226562
2;3,278970718383789;0,04100799560546875;0,5860328674316406;0,8339881896972656;0,03790855407714844;0,10275840759277344;0,04267692565917969;0,09512901306152344
3;3,27301025390625;0,03600120544433594;3,8080215454101562;2,796649932861328;0,03814697265625;0,09918212890625;0,04315376281738281;0,07915496826171875
4;3,256082534790039;0,03719329833984375;7,130861282348633;0,8738040924072266;0,048160552978515625;0,10800361633300781;0,0438690185546875;0,12183189392089844
5;3,245115280151367;0,03719329833984375;3,6232471466064453;0,7960796356201172;0,03504753112792969;0,10991096496582031;0,051021575927734375;0,09083747863769531
6;3,2100677490234375;0,04124641418457031;0,38695335388183594;0,8518695831298828;0,03528594970703125;0,1049041748046875;0,056743621826171875;0,07009506225585938
7;2,6900768280029297;0,03910064697265625;1,1029243469238281;19,34194564819336;0,054836273193359375;0,14472007751464844;0,04696846008300781;0,09489059448242188
8;3,2608509063720703;0,03600120544433594;0,4048347473144531;1,6188621520996094;0,0362396240234375;0,09799003601074219;0,04410743713378906;0,09799003601074219
9;3,206968307495117;0,08606910705566406;3,5400390625;0,8959770202636719;0,03886222839355469;0,10085105895996094;0,04315376281738281;0,087738037109375
Mean;3,0417972140842013;0,04368358188205295;2,488904529147678;3,2058821784125433;0,04029273986816406;0,10813607109917535;0,046067767673068576;0,09663899739583333
Std.Dev.;0,17836814016464128;0,00022797719816200113;4,4926675448067845;32,93187866386879;3,992934378200314e-05;0,0001808392667437237;2,0713461124637155e-05;0,00033570459992107417
Min;1,9550323486328125;0,03600120544433594;0,38695335388183594;0,7960796356201172;0,03504753112792969;0,09799003601074219;0,04267692565917969;0,07009506225585938
Max;3,278970718383789;0,08606910705566406;7,130861282348633;19,34194564819336;0,054836273193359375;0,14472007751464844;0,056743621826171875;0,13208389282226562
