Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;1,5401840209960938;0,0629425048828125;0,3693103790283203;1,0669231414794922;0,03504753112792969;0,07295608520507812;0,04601478576660156;0,09441375732421875
2;1,4388561248779297;0,05316734313964844;0,57220458984375;0,5350112915039062;0,03504753112792969;0,07987022399902344;0,046253204345703125;0,06079673767089844
3;1,4719963073730469;0,04696846008300781;0,5691051483154297;0,5240440368652344;0,04482269287109375;0,07224082946777344;0,04100799560546875;0,06604194641113281
4;1,5139579772949219;0,034809112548828125;0,5979537963867188;0,537872314453125;0,03600120544433594;0,07295608520507812;0,04315376281738281;0,09608268737792969
5;1,4541149139404297;0,04506111145019531;0,3840923309326172;0,5130767822265625;0,03886222839355469;0,07605552673339844;0,07510185241699219;0,07104873657226562
6;1,4901161193847656;0,03504753112792969;0,3750324249267578;0,49996376037597656;0,03600120544433594;0,08106231689453125;0,04410743713378906;0,09608268737792969
7;1,4369487762451172;0,034809112548828125;0,3829002380371094;0,5109310150146484;0,034809112548828125;0,07605552673339844;0,07700920104980469;0,07677078247070312
8;1,52587890625;0,03504753112792969;0,3571510314941406;0,514984130859375;0,032901763916015625;0,07390975952148438;0,03981590270996094;0,064849853515625
9;1,4259815216064453;0,03981590270996094;0,5700588226318359;0,5030632019042969;0,03409385681152344;0,08606910705566406;0,041961669921875;0,064849853515625
Mean;1,4775594075520833;0,04307428995768229;0,4642009735107422;0,5784299638536241;0,03639856974283854;0,07679727342393664;0,05049175686306424;0,07677078247070312
Std.Dev.;0,0015696868002932104;8,798098052567284e-05;0,010356390905346617;0,029978125748590337;1,1229733192724072e-05;1,925658535235274e-05;0,00019090265719389632;0,00019382342644449737
Min;1,4259815216064453;0,034809112548828125;0,3571510314941406;0,49996376037597656;0,032901763916015625;0,07224082946777344;0,03981590270996094;0,06079673767089844
Max;1,5401840209960938;0,0629425048828125;0,5979537963867188;1,0669231414794922;0,04482269287109375;0,08606910705566406;0,07700920104980469;0,09608268737792969
