Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9066666666666666;0,7533333333333333;0,88;0,9333333333333333;0,8666666666666667;0,8733333333333333;0,8333333333333334;0,86
2;0,8066666666666666;0,76;0,78;0,7333333333333333;0,98;0,7733333333333333;0,8133333333333334;0,8866666666666667
3;1,0;0,72;0,9466666666666667;0,9466666666666667;1,0;0,94;0,7866666666666666;1,0
4;0,9;0,7533333333333333;0,8866666666666667;0,8266666666666667;0,88;0,9133333333333333;0,8666666666666667;0,9
5;1,0;0,88;1,0;1,0;0,94;1,0;0,9333333333333333;0,9866666666666667
6;0,9266666666666666;0,76;0,9133333333333333;0,9466666666666667;0,9333333333333333;0,94;0,8533333333333334;0,9266666666666666
7;0,9066666666666666;0,8133333333333334;0,96;0,92;0,8933333333333333;0,8866666666666667;0,8266666666666667;0,9133333333333333
8;0,9733333333333334;0,8933333333333333;0,9666666666666667;0,94;0,9466666666666667;0,98;0,88;0,98
9;0,98;0,86;0,9333333333333333;0,9333333333333333;0,9333333333333333;0,9333333333333333;0,8733333333333333;0,9
Mean;0,9333333333333333;0,7992592592592592;0,9185185185185186;0,9088888888888889;0,9303703703703703;0,9155555555555556;0,8518518518518517;0,9281481481481482
Std.Dev.;0,0034765432098765444;0,00364883401920439;0,0037113854595336063;0,005669135802469137;0,0017393689986282572;0,003960493827160494;0,0016471879286694105;0,00216076817558299
Min;0,8066666666666666;0,72;0,78;0,7333333333333333;0,8666666666666667;0,7733333333333333;0,7866666666666666;0,86
Max;1,0;0,8933333333333333;1,0;1,0;1,0;1,0;0,9333333333333333;1,0
