Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;11,151790618896484;5,120038986206055;309,4348907470703;0,10609626770019531;20,391225814819336;0,39696693420410156;4,540920257568359;11226,671934127808
2;13,005971908569336;3,3779144287109375;77,3470401763916;0,12278556823730469;23,903846740722656;0,3731250762939453;3,4868717193603516;546,6048717498779
3;11,288166046142578;3,571748733520508;304,887056350708;0,11110305786132812;21,074295043945312;0,37097930908203125;2,785921096801758;1755,2919387817383
4;11,372089385986328;5,387783050537109;38,796186447143555;0,11897087097167969;23,854970932006836;0,40793418884277344;2,6721954345703125;10507,643699645996
5;11,138200759887695;3,5321712493896484;38,63811492919922;0,11610984802246094;21,252155303955078;0,37026405334472656;3,142833709716797;509,16409492492676
6;13,309240341186523;3,8590431213378906;78,10711860656738;0,16117095947265625;18,44000816345215;0,392913818359375;4,374980926513672;29389,182090759277
7;38,37990760803223;7,211923599243164;93,98818016052246;0,11086463928222656;20,571231842041016;0,36787986755371094;6,18290901184082;7073,853969573975
8;34,36899185180664;5,03993034362793;37,44935989379883;0,2701282501220703;37,63580322265625;0,5271434783935547;9,733915328979492;30986,783981323242
9;34,448862075805664;5,451202392578125;188,65203857421875;0,29087066650390625;46,75006866455078;0,5271434783935547;13,130903244018555;14908,535957336426
Mean;19,82924673292372;4,727972878350152;129,69999843173557;0,15645556979709202;25,9859561920166;0,41492780049641925;5,561272303263347;11878,19250424703
Std.Dev.;128,18200187571222;1,413771935493756;10912,713470762683;0,004649902542569405;82,2042717850814;0,0037697923794944976;11,527380290014358;118497039,87983009
Min;11,138200759887695;3,3779144287109375;37,44935989379883;0,10609626770019531;18,44000816345215;0,36787986755371094;2,6721954345703125;509,16409492492676
Max;38,37990760803223;7,211923599243164;309,4348907470703;0,29087066650390625;46,75006866455078;0,5271434783935547;13,130903244018555;30986,783981323242
