Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;4,664897918701172;0,08797645568847656;8,426904678344727;1,0981559753417969;0,03790855407714844;0,1277923583984375;0,046253204345703125;0,3006458282470703
2;4,656076431274414;0,0400543212890625;29,566049575805664;1,157999038696289;0,041961669921875;0,13017654418945312;0,04673004150390625;0,3311634063720703
3;5,293846130371094;0,06318092346191406;30,50708770751953;1,2297630310058594;0,03695487976074219;0,12493133544921875;0,04506111145019531;0,18405914306640625
4;4,567146301269531;0,03886222839355469;15,777826309204102;8,519887924194336;0,06604194641113281;0,14209747314453125;0,04792213439941406;1,5690326690673828
5;4,534006118774414;0,09870529174804688;3,92913818359375;5,966901779174805;0,036716461181640625;0,13399124145507812;0,049114227294921875;0,15306472778320312
6;5,461931228637695;0,03790855407714844;2,009868621826172;0,7750988006591797;0,03981590270996094;0,13113021850585938;0,051021575927734375;0,1709461212158203
7;5,9871673583984375;0,04696846008300781;0,61798095703125;1,107931137084961;0,04506111145019531;0,12803077697753906;0,06914138793945312;0,8971691131591797
8;3,5576820373535156;0,041961669921875;1,1110305786132812;1,1172294616699219;0,0457763671875;0,14734268188476562;0,046253204345703125;0,3459453582763672
9;6,638050079345703;0,15783309936523438;7,508993148803711;1,2538433074951172;0,03814697265625;0,17189979553222656;0,04696846008300781;0,09489059448242188
Mean;5,040089289347331;0,06816122266981336;11,050542195638021;2,4696456061469183;0,04315376281738281;0,13748804728190103;0,04982948303222656;0,4496574401855469
Std.Dev.;0,7398155174895591;0,0014545150159751814;122,58164825753836;6,889766888979252;7,548806024715304e-05;0,00019441712437482137;4,9403246925471147e-05;0,20692425550805638
Min;3,5576820373535156;0,03790855407714844;0,61798095703125;0,7750988006591797;0,036716461181640625;0,12493133544921875;0,04506111145019531;0,09489059448242188
Max;6,638050079345703;0,15783309936523438;30,50708770751953;8,519887924194336;0,06604194641113281;0,17189979553222656;0,06914138793945312;1,5690326690673828
