Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,839026596591814;0,6946021833916571;0,8097932866353919;0,8099081147685266;0,7763492235318861;0,7664804829908278;0,7231373650504086;0,8030068442302326
2;0,7796453180955536;0,6287911869129259;0,8061418459496262;0,6921420309705044;0,7889480390954074;0,7660173651239749;0,6874951243372297;0,8154416535047985
3;0,805135020765119;0,7872086037233433;0,8439456673574495;0,74967205131218;0,7838173803126864;0,8466836076204497;0,7521009101728648;0,809926983541588
4;0,7705007751658111;0,708029767824195;0,8085934729832965;0,7173208431537951;0,8346252272547602;0,8132772555015119;0,7407009789383188;0,7707002017590253
5;0,8850244967256852;0,7576439939667227;0,8931321310268678;0,820364281785274;0,8760893246187363;0,8521922675026123;0,8312813509825394;0,8850365961547213
6;0,7484344474279898;0,6453294839050662;0,8013214763550631;0,6836746028882252;0,7600984545388303;0,7131295045345862;0,5437099520781039;0,7157616016567423
7;0,7546772702507256;0,6889847953216374;0,7995426328349866;0,7124038985274684;0,759649791144528;0,7378021276968646;0,6324885423369602;0,7437457359708537
8;0,7692180351219252;0,6461059169663289;0,7237118296668708;0,6630076055590659;0,8884439067016199;0,6836559634380068;0,588858564847679;0,7463454001714872
9;0,9426782549647;0,79875116474572;0,9319401845717634;0,8392276692004247;0,9020813413315769;0,8263636363636363;0,8346062139420772;0,9575255154202523
Mean;0,8104822461232581;0,706160788528622;0,8242358363757017;0,743080122018385;0,818900298725559;0,7784002456413855;0,7038198891873536;0,8052767258233002
Std.Dev.;0,003899110950657345;0,0035019384679719954;0,0031951072067137637;0,003762945575218466;0,0029088977632261348;0,003200571665216215;0,009069097852679802;0,005126543465478755
Min;0,7484344474279898;0,6287911869129259;0,7237118296668708;0,6630076055590659;0,759649791144528;0,6836559634380068;0,5437099520781039;0,7157616016567423
Max;0,9426782549647;0,79875116474572;0,9319401845717634;0,8392276692004247;0,9020813413315769;0,8521922675026123;0,8346062139420772;0,9575255154202523
