Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9908863066757805;0,9530075187969924;1,0;0,9246026700572155;0,9816345270890725;1,0;0,8521047579871108;0,9908863066757805
2;0,9114959114959114;0,8281747960892346;0,8408998408998408;0,9321212121212121;1,0;0,9309462467357205;0,8370737449684819;0,9274799274799275
3;1,0;0,953734038830528;0,9908863066757803;0,9720995117414555;1,0;0,9908863066757805;0,9607438016528926;1,0
4;0,953734038830528;0,7908918201200291;0,8829804538895447;0,936355882696391;0,9817726133515606;0,8770547268570983;0,9258466617036839;0,9458395659768658
5;0,9816345270890725;0,826123301985371;0,9812409812409814;0,9725208337648529;0,9908863066757803;0,9908863066757803;0,8409090909090909;1,0
6;0,9908863066757805;0,7554490597968858;0,9817726133515607;0,9720995117414555;0,9725208337648529;0,9908863066757803;0,9134199134199135;1,0
7;0,9274799274799275;0,8325219176184069;0,8386699507389164;0,9079070849405778;0,8974066685665432;0,8974066685665432;0,9218325534115007;0,907130084163577
8;1,0;0,9447240691259831;0,885463094088995;1,0;0,9908863066757805;0,9908863066757805;0,8275058275058276;0,9908863066757805
9;1,0;0,8974066685665432;1,0;1,0;1,0;1,0;1,0;1,0
Mean;0,9729018909163334;0,864670354547775;0,9335459156539577;0,9575229674514623;0,97945636179151;0,9632169854291648;0,8977151501731669;0,9735802434413257
Std.Dev.;0,0010141461696951577;0,004937771592637049;0,004352712476249524;0,0009885844775372745;0,0009241970694790626;0,00206274209538323;0,0033298263710137585;0,0011890468646438294
Min;0,9114959114959114;0,7554490597968858;0,8386699507389164;0,9079070849405778;0,8974066685665432;0,8770547268570983;0,8275058275058276;0,907130084163577
Max;1,0;0,953734038830528;1,0;1,0;1,0;1,0;1,0;1,0
