Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,8658682983682984;0,7513324420677362;0,8501252015957899;0,8332353202353202;0,7951731601731602;0,7904868052484151;0,7243414363414363;0,7933798333626709
2;0,8472666299218024;0,6752797790444848;0,8314113664113665;0,7093637473637474;0,8261572871572871;0,8454947417563516;0,7784957417310359;0,8694459224985542
3;0,7985583595148813;0,8079342324342323;0,8991785991785991;0,7762354312354313;0,7815367965367966;0,8675858585858587;0,8431534719150818;0,801311004784689
4;0,8031381016644175;0,6997972203235361;0,8580973438326379;0,7477170607170607;0,8284794094794095;0,8548190632896515;0,7480612895876054;0,8161414141414141
5;0,8706493506493506;0,7699703804966964;0,9052525252525253;0,8652931133194292;0,8830028011204483;0,8850526315789474;0,8497748917748917;0,8997363008508519
6;0,7983962528699371;0,6989363532176831;0,8252858252858253;0,7295965537730245;0,7962214627477786;0,7381839447102606;0,5984762662811443;0,7203405635758577
7;0,8131704961704961;0,7005963840081487;0,8316609293699078;0,8244442159148041;0,7749875901875902;0,7633057040998217;0,6989599375512688;0,7771132201132201
8;0,7963677956030897;0,6919026337647026;0,7350632700632701;0,6521342905460551;0,9232487100103198;0,8091690821256038;0,6124413886766827;0,8038498103203986
9;0,9505321345321345;0,8621204526467684;0,9489839572192513;0,8852943722943724;0,9203059685412627;0,8464285714285713;0,8749783549783549;0,9710606060606061
Mean;0,8382163799216008;0,739763319778221;0,853895446467686;0,7803682339332494;0,8365681317726725;0,8222807114248314;0,7476314198708336;0,8280420750786958
Std.Dev.;0,00236452766129176;0,003545755984109148;0,0033001459116991597;0,005345097186477467;0,0030019497685067347;0,0022118566624282094;0,008906969468124951;0,004904990796363646
Min;0,7963677956030897;0,6752797790444848;0,7350632700632701;0,6521342905460551;0,7749875901875902;0,7381839447102606;0,5984762662811443;0,7203405635758577
Max;0,9505321345321345;0,8621204526467684;0,9489839572192513;0,8852943722943724;0,9232487100103198;0,8850526315789474;0,8749783549783549;0,9710606060606061
