Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9775533108866442;1,0;1,0;0,9775533108866442;0,9888610414926206;1,0;0,7944524611191279;0,9888610414926203
2;0,8941798941798942;0,8177512550914087;0,781453634085213;0,8874419927051507;0,9267399267399267;0,8746081504702194;0,855110353320072;0,8502057613168724
3;1,0;0,8124381065557537;0,9458242556281772;1,0;1,0;0,9156009682325472;0,9209964012595592;0,9113643558088002
4;1,0;0,8177512550914087;0,8518518518518517;1,0;0,9658994032395567;1,0;0,8502055793077464;1,0
5;1,0;0,9552753938718851;0,8282350547056428;1,0;1,0;0,9888610414926206;0,6946778711484595;0,918294051627385
6;0,9888610414926206;0,8512011237243434;0,9888610414926206;1,0;0,9777777777777777;1,0;0,8901838901838902;0,9775533108866442
7;0,9775533108866442;0,8245366380377822;0,8960207095218538;0,942564745196324;0,9664143523792645;0,9281295025002119;0,9664143523792645;0,9664143523792645
8;1,0;0,8746081504702194;0,9888610414926206;1,0;1,0;1,0;0,9071596680292332;1,0
9;1,0;0,8518518518518519;0,9775533108866442;1,0;1,0;0,9888610414926206;1,0;1,0
Mean;0,9820163952717559;0,8672681971882948;0,9176289888516249;0,9786177831986799;0,9806325001810161;0,9662289671320244;0,8754667307497059;0,9569658748346208
Std.Dev.;0,0010465542828350328;0,003960985300957559;0,005849715973310801;0,0013730193994060304;0,0005444319859524233;0,0019994988607976594;0,00748604716623524;0,0024509951088282703
Min;0,8941798941798942;0,8124381065557537;0,781453634085213;0,8874419927051507;0,9267399267399267;0,8746081504702194;0,6946778711484595;0,8502057613168724
Max;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
