Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9814814814814816;1,0;1,0;0,9814814814814816;0,98989898989899;1,0;0,9215229215229215;0,98989898989899
2;0,9506172839506173;0,8076923076923077;0,7861952861952861;0,9297138047138048;0,9583333333333334;0,9473684210526316;0,9116809116809116;0,9172113289760349
3;1,0;0,8102139406487232;0,9629629629629629;1,0;1,0;0,9482323232323233;0,9398148148148149;0,9542483660130718
4;1,0;0,8076923076923077;0,8333333333333334;1,0;0,9743589743589743;1,0;0,9188712522045855;1,0
5;1,0;0,9612794612794613;0,8893698893698894;1,0;1,0;0,98989898989899;0,6912878787878788;0,9444444444444444
6;0,98989898989899;0,8756613756613757;0,98989898989899;1,0;0,9777777777777777;1,0;0,9398148148148149;0,9814814814814816
7;0,9814814814814816;0,8862156362156364;0,9325119325119325;0,9581529581529581;0,9713804713804716;0,9487179487179488;0,9713804713804716;0,9713804713804716
8;1,0;0,9473684210526316;0,98989898989899;1,0;1,0;1,0;0,9426129426129426;1,0
9;1,0;0,8333333333333334;0,9814814814814816;1,0;1,0;0,98989898989899;1,0;1,0
Mean;0,9892754707569522;0,8810507537306418;0,9295169850725407;0,9854831382609162;0,9857499496388387;0,9804574080889871;0,9152206675354824;0,9731850091327215
Std.Dev.;0,00024349048426124578;0,004788561401820482;0,005276881551726967;0,0005708451349458707;0,0002201036525925165;0,0005385187740920638;0,006945889844143158;0,0007584717277944429
Min;0,9506172839506173;0,8076923076923077;0,7861952861952861;0,9297138047138048;0,9583333333333334;0,9473684210526316;0,6912878787878788;0,9172113289760349
Max;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
