Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9917355371900827;0,9657615112160567;1,0;0,9545454545454546;0,984848484848485;1,0;0,8966450216450216;0,9917355371900827
2;0,9543023821098687;0,8295689817428947;0,9221628045157456;0,9454545454545454;1,0;0,9576446280991736;0,9332939787485242;0,9625668449197861
3;1,0;0,9638694638694638;0,9917355371900827;0,9790209790209791;1,0;0,9917355371900827;0,9696969696969696;1,0
4;0,9638694638694638;0,8860322683852097;0,925068870523416;0,9480292434837889;0,9834710743801653;0,9264363087892499;0,9376229830775284;0,9542275905912269
5;0,984848484848485;0,8309409888357255;0,9834710743801653;0,9765840220385676;0,9917355371900827;0,9917355371900827;0,8376623376623377;1,0
6;0,9917355371900827;0,7753262780000747;0,9834710743801653;0,9790209790209791;0,9765840220385676;0,9917355371900827;0,9595959595959596;1,0
7;0,9625668449197861;0,8275058275058275;0,8317902193500281;0,9424931129476585;0,9569377990430623;0,9569377990430623;0,9493801652892563;0,9444444444444444
8;1,0;0,9499540863177227;0,9114885114885115;1,0;0,9917355371900827;0,9917355371900827;0,9404388714733543;0,9917355371900827
9;1,0;0,9569377990430623;1,0;1,0;1,0;1,0;1,0;1,0
Mean;0,9832286944586409;0,8873219116573375;0,9499097879809015;0,9694609262791081;0,9872569394100495;0,978662320521313;0,9360373652432169;0,982745550481736
Std.Dev.;0,00029217887973075567;0,004824257560110238;0,00287061834656513;0,00045379503979596877;0,00017561859121769521;0,0005817204041103307;0,0019128935215694566;0,0004488814169886882
Min;0,9543023821098687;0,7753262780000747;0,8317902193500281;0,9424931129476585;0,9569377990430623;0,9264363087892499;0,8376623376623377;0,9444444444444444
Max;1,0;0,9657615112160567;1,0;1,0;1,0;1,0;1,0;1,0
