Repetition;Support Vector Machine;Decision Tree;Random Forest;k-Nearest-Neighbor;Logistic Regression;Gaussian Naive Bayes;Perceptron;Feed-forward Neural Network
1;0,9761904761904763;0,987012987012987;1,0;1,0;0,987012987012987;1,0;0,9464285714285714;1,0
2;1,0;1,0;1,0;1,0;1,0;0,967032967032967;0,9523809523809522;1,0
3;0,9523809523809524;0,8736888111888113;0,9281894576012223;0,967032967032967;0,9461966604823747;0,9523809523809524;0,9120879120879121;0,9761904761904762
4;1,0;0,738095238095238;0,9761904761904763;1,0;1,0;1,0;1,0;1,0
5;1,0;1,0;1,0;1,0;1,0;1,0;0,9523809523809522;1,0
6;0,987012987012987;0,9632034632034632;0,9264069264069266;0,987012987012987;0,987012987012987;0,987012987012987;0,987012987012987;0,9285714285714286
7;1,0;1,0;1,0;0,9761904761904763;1,0;1,0;1,0;0,987012987012987
8;1,0;0,9115646258503401;0,9502164502164502;1,0;0,987012987012987;1,0;0,8600288600288599;0,9761904761904763
9;0,9523809523809522;0,9365079365079365;0,9761904761904763;0,987012987012987;0,9365079365079365;0,9334415584415585;0,9193438140806561;0,9464285714285714
Mean;0,9853294853294854;0,934452562428753;0,9730215318450612;0,9908054908054909;0,9826381731143636;0,9822076072076071;0,9477404499334323;0,9793771043771043
Std.Dev.;0,0003704097018190338;0,006583902970210145;0,0008482603846358367;0,00013668807837601975;0,0005243479659380383;0,0005671071595887509;0,0018688931391440994;0,0006051837461168869
Min;0,9523809523809522;0,738095238095238;0,9264069264069266;0,967032967032967;0,9365079365079365;0,9334415584415585;0,8600288600288599;0,9285714285714286
Max;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0
